name,region,division,municipality,address,latitude,longitude,source,osm_id,verified
Unnamed municipal/government building,West,,Mönchengladbach,Plektrudisstraße,51.1486093,6.3634275,OpenStreetMap,way/284593167,False
Unnamed municipal/government building,West,,Mönchengladbach,Plektrudisstraße,51.1487353,6.3634457,OpenStreetMap,way/284593171,False
Amt für Stadtgrün und Friedhöfe,West,,Saarbrücken,Im Weyerbachtal,49.2548887,6.9420619,OpenStreetMap,way/97342298,False
Bürgeramt Burbach,West,,Saarbrücken,Burbacher Markt,49.2422802,6.9465059,OpenStreetMap,way/89482756,False
Informations- und Medienzentrum,West,,Saarbrücken,Saar-Lor-Lux-Straße,49.2530178,6.9346329,OpenStreetMap,node/9928092013,False
Informations- und Medienzentrum,West,,Saarbrücken,Vollweidstraße,49.2532356,6.9356888,OpenStreetMap,node/12849777128,False
Landesamt für Soziales,West,,Saarbrücken,Hochstraße,49.2412398,6.955559,OpenStreetMap,way/69222139,False
Landesamt für Verbraucherschutz,West,,Saarbrücken,Konrad-Zuse-Straße,49.2407827,6.9554213,OpenStreetMap,node/6903792449,False
SaarForst Landesbetrieb,West,,Saarbrücken,,49.2778535,6.951437,OpenStreetMap,way/979876170,False
BSES Rajdhani Power Limited Japankpuri Division Office,West,,,,28.6207538,77.1105608,OpenStreetMap,node/13455403549,False
Bezirksverwaltungsstelle,West,,,,51.1486729,6.3635483,OpenStreetMap,node/2703782604,False
Bürgerbüro Stadt Landshut,West,,,Luitpoldstraße,48.5396412,12.1415306,OpenStreetMap,node/11001977835,False
Central Council for Research in Homoeopathy,West,,,,28.6118242,77.103498,OpenStreetMap,way/351655070,False
Finanzamt Mönchengladbach,West,,,,51.1764964,6.390575,OpenStreetMap,node/4451846555,False
Gebäude Managment MG,West,,,,51.1761944,6.3917014,OpenStreetMap,node/13691032690,False
Government of India Press,West,,,,28.6338402,77.1292414,OpenStreetMap,way/1469048168,False
Hari Nagar Telephone Exchange,West,,,,28.6293388,77.111557,OpenStreetMap,node/13657648572,False
Hari Nagar Timekeeper Booth,West,,,,28.6246159,77.1105366,OpenStreetMap,node/13455393944,False
Informations- und Kommunikationsinstitut der Landeshauptstadt Saarbrücken,West,,,,49.2408146,6.9567646,OpenStreetMap,node/7530037298,False
Irrigation and Flood Control Department Civil Division 2,West,,,,28.6673363,77.1369961,OpenStreetMap,node/13466629824,False
Irrigation and Flood Control Department Office,West,,,,28.659278,77.1274129,OpenStreetMap,node/12841444760,False
Jugend und Sozialrathaus Höchst,West,,,,50.1046736,8.5521099,OpenStreetMap,node/2107773404,False
Junior Engineer Office Delhi Jal Board,West,,,,28.6543868,77.0408686,OpenStreetMap,node/12399378269,False
Kämmerei,West,,,,51.1761378,6.3916644,OpenStreetMap,node/13609091708,False
"Landesamt für Vermessung, Geoinformation und Landentwicklung",West,,,,49.2775534,6.9506045,OpenStreetMap,way/979876164,False
Landesmedienanstalt Saarland,West,,,,49.240373,6.9553811,OpenStreetMap,node/7530037265,False
MCD ELectrical Office,West,,,,28.6379547,77.1133349,OpenStreetMap,way/351127780,False
MCD Regional HQ,West,,,,28.6539825,77.1224889,OpenStreetMap,node/14051517767,False
National Council Of State Agricultural Marketing,West,,,,28.6510796,77.0876349,OpenStreetMap,node/11951524700,False
Stadtverwaltung - Datenmanagement und Statistik,West,,,,51.1760167,6.391561,OpenStreetMap,node/13609091003,False
Stadtverwaltung - Fachbereich Recht (30),West,,,,51.1760729,6.3916136,OpenStreetMap,node/13609091004,False
"Standesamt der Stadt Frankfurt am Main, Bezirk Höchst",West,,,,50.1003009,8.5523558,OpenStreetMap,node/2954392340,False
Unnamed municipal/government building,West,,,,51.1766621,6.3907269,OpenStreetMap,way/41452218,False
Unnamed municipal/government building,West,,,,51.129762,6.4123149,OpenStreetMap,way/302927190,False
Zollamt Frankfurt am Main-Höchst,West,,,,50.1005806,8.52809,OpenStreetMap,node/10216984515,False
